id,text,stamp,speaker
154," Bref... Je crois qu'il faut investir 20 milliards sur 5 ans. C'est 10 milliards pour la revalorisation du personnel, pour l'embauche de personnels, notamment dans les Ehpad, pour éviter les drames qui ont été révélés, mais aussi la souffrance des soignants et des patients... Tous les infirmiers que j'ai rencontrés... J'en ai rencontré des dizaines, partout, y compris en outre-mer. Ils disent qu'ils n'ont pas le temps pour s'occuper Ils ne sont pas assez. Ils n'ont pas assez de moyens. Ces personnels s'accusaient eux-mêmes. Ils considèrent presque que c'est de la maltraitance. A cette urgence, il faut répondre rapidement. 10 milliards sur la revalorisation salariale, 10 milliards d'investissements dans l'hôpital, dans le matériel. Ce sera financé par le fonds souverain dont nous aurons l'occasion de parler tout à l'heure, je l'espère. C'est sur fonds privés et non sur fonds publics. Il faut développer la télémédecine. Il faut à tout prix mettre en place une incitation fiscale pour les médecins, pour les inciter à s'installer dans certaines zones. C'est l'ensemble de la politique qu'il faut rééquilibrer entre la métropole et la ruralité. Vous aurez beau donner des incitations financières au médecin, s'il ne peut pas venir avec sa femme, si sa femme ne peut pas trouver d'emploi, s'il n'y a pas d'école pour les enfants, pas de transport pour aller à la ville d'à côté, on continuera dans cette désertification, qui est une injustice. C'est ressenti comme une injustice profonde par nos compatriotes.",2022-04-20T20:15:53.970417Z, M.Le Pen
155," Vous avez employé tous les deux le mot ""dépendance"". C'est un sujet qui a profondément touché les Français après la publication d'un livre choc sur les conditions dans lesquelles nos aînés sont traités dans les Ehpad. La question est simple et s'adresse à l'un et à l'autre. Comment faire pour que cela ne se reproduise jamais?",2022-04-20T20:17:44.910560Z, L.Salamé
156," D'abord, il faut contrôler. Il faut contrôler les endroits où les personnes sont vulnérables. C'est une obligation, je le crois. Deuxièmement, il faut imposer un nombre de personnels minimum et être exigeant sur ce sujet, par rapport au nombre de résidents. Il faut à tout prix exiger que les Ehpad aient un médecin coordinateur. Il y a encore 30 % des Ehpad qui n'ont pas de médecin coordinateur. Il faut imposer qu'il y ait une infirmière 24h/24. Il y a encore une part non négligeable des Ehpad qui n'ont pas d'infirmière 24h/24. Je crois qu'il faut réfléchir à un modèle mutualiste des Ehpad. Les Ehpad qui font de l'argent sur le dos des résidents, avec des prix parfois honteux, c'est un modèle qui choque les Français, à juste titre. Faire de l'argent sur la vulnérabilité des personnes âgées, c'est mal accepté, on le comprend. Il faut donc réfléchir à un modèle mutualiste, qui m'apparaît plus adapté, à côté des Ehpad d'Etat, ce qui est parfaitement admissible. Un modèle mutualiste pour pouvoir investir aussi les familles dans la gestion de ces structures.",2022-04-20T20:18:02.239100Z, M.Le Pen
157," Que proposez-vous, E.Macron, pour que ce qui a été dénoncé dans les Ehpad ne se reproduise plus jamais?",2022-04-20T20:19:28.910271Z, G.Bouleau
158," Je n'attends pas la crise. Le plan santé commence en 2018. J'ai été élu en 2017. Le Ségur est en juin 2020. Je voulais rétablir la vérité. Nous n'avions pas eu de pandémie depuis un siècle. Ce réinvestissement massif, je l'assume et je veux avancer dans ce sens. Sur le grand âge, d'abord, l'immense majorité de nos compatriotes qui vieillissent veulent pouvoir vieillir chez eux. Un point important, c'est de les aider à le faire. D'abord, les aider à aménager leur logement. Beaucoup de compatriotes qui nous écoutent veulent pouvoir être aidés. C'est pour ça que je veux mettre un dispositif, Ma Prime Adapt', pour aménager le logement pour monter les quelques marches, pour accéder aux sanitaires, réaménager les choses pour rester à son domicile. Ensuite, il faut pouvoir aider celles et ceux, beaucoup de femmes, qui, pour beaucoup, travaillent sous le salaire minimum. Elles n'ont pas un temps complet de travail. Il faut les aider à avoir leurs 35 heures, c'est-à-dire compléter leur service. Dans le réinvestissement que je veux faire, aux côtés des départements, il s'agit de leur donner un service complet et de leur donner plus d'heures par semaine pour bien s'occuper de nos personnes âgées chez elles. Beaucoup de nos soignants et de nos soignantes culpabilisent parce qu'ils nous disent: ""Je ne fais pas bien mon travail, c'est quasiment de la maltraitance."" Il faut leur donner plus d'heures. Ce n'est pas vrai qu'on fait la toilette le matin en une demi-heure. Ce n'est pas possible. Ensuite, il faut développer des contrôles et des moyens. Il existe déjà des systèmes privés non lucratifs ou mutualistes. J'y suis favorable. Il ne faut pas jeter l'opprobre sur un système privé. Il faut que le système soit régulé et contrôlé. Derrière, les patients sont aidés par la puissance publique. Il faut renforcer massivement les contrôles. On doit aussi créer plus de postes. Je propose 50 000 postes d'infirmiers et infirmières, aides-soignants et aides-soignantes. Nos compatriotes qui arrivent en Ehpad arrivent de plus en plus âgés. Il faut que ce soit de plus en plus médicalisé. Tout cela a un coût. C'est pour cela qu'il faut être cohérent et transparent sur la manière de le financer. Je demande à tout le monde de travailler un peu plus. J'explique comment je finance. J'affiche la couleur.",2022-04-20T20:19:34.508511Z, E.Macron
159, Vous financez tout avec votre retraite.,2022-04-20T20:22:18.199502Z, M.Le Pen
160, Je suis très clair sur les chiffres.,2022-04-20T20:22:21.031819Z, E.Macron
161," La retraite à 65 ans, je rappelle.",2022-04-20T20:22:24.915951Z, M.Le Pen
162," La retraite progressive, madame Le Pen.",2022-04-20T20:22:25.369408Z, E.Macron
163," C'est flou. Moi, j'ai un tableau précis. Chacun peut savoir.",2022-04-20T20:22:27.784503Z, M.Le Pen
164," J'explique que j'ai 9 milliards avec ça, 35 milliards...",2022-04-20T20:22:42.171917Z, E.Macron
165," C'est merveilleux, le plein-emploi.",2022-04-20T20:22:46.260116Z, M.Le Pen
166," On a fait cette économie, madame Le Pen...",2022-04-20T20:22:49.176785Z, E.Macron
167," Nous sommes les gardiens du temps et de la tenue. Nous voulions aborder un thème très important, une angoisse pour les jeunes.",2022-04-20T20:22:51.170699Z, G.Bouleau
168," On reviendra sur le financement, j'imagine?",2022-04-20T20:22:59.707945Z, E.Macron
169," Vous aurez toute latitude de revenir là-dessus. Une angoisse pour les jeunes: l'avenir de la planète. Les experts de l'ONU sur le climat nous ont rappelé que nous n'avions plus que 3 ans pour limiter à un niveau acceptable les émissions de gaz à effet de serre. M.Le Pen, si vous êtes élue présidente de la République, quelles sont les mesures que vous prendrez en ce sens?",2022-04-20T20:23:02.305529Z, G.Bouleau
170," D'abord, j'arrête l'hypocrisie qui consiste à refuser de voir que c'est le modèle économique fondé sur le libre-échange qui est responsable d'une grande partie de l'émission des gaz à effet de serre. En France, c'est 50 %, d'ailleurs. On ne peut pas sérieusement dire qu'on va s'attaquer à ce problème en refusant de voir que c'est les importations qui représentent 50 % de ces gaz à effet de serre. C'est pourquoi je pense que le modèle économique fondé sur le libre-échange, qui consiste à produire à 10 000 km pour consommer 10 000 km plus loin, est un modèle qui tue la planète. J'ai donc conçu l'intégralité de mon projet autour du localisme, de la relocalisation des productions et des activités. Je veux que l'on puisse créer sur place, consommer au plus près, pas tout... Il y a des choses qu'on ne pourra pas fabriquer ou qu'on ne pourra pas cultiver. Mais au maximum, partir sur la relocalisation. Ca veut dire aussi que l'Etat doit assumer cette responsabilité. C'est mettre en place le patriotisme économique, faire en sorte qu'on arrête d'importer la moitié de nos fruits et légumes alors que nous avons parfaitement la capacité de pouvoir répondre à la demande française. C'est par l'intermédiaire du patriotisme économique, faire en sorte que les collectivités, l'Etat, notamment dans la restauration collective, s'engagent à acheter pas bio... Dans le bio, il y a du bio étranger dont les normes sont moins précises qu'en France. Il faut qu'on puisse avoir des produits français dans les cantines collectives de notre pays. C'est essentiel. Quand on parle environnement, il y a une chose dont on ne parle pas souvent: la souffrance animale. Le libre-échange est un modèle qui a fait beaucoup de mal aux animaux. Quand on accepte des circuits qui font qu'on fait naître des bêtes en France, qu'on va les transporter dans des camions, dans des conditions évidemment éprouvantes et douloureuses, à des centaines de kilomètres, pour aller les engraisser, puis à nouveau à des centaines voire à des milliers de kilomètres pour les abattre, c'est un modèle insensé, qui crée du chômage dans notre pays, qui crée des émissions de gaz à effet de serre, 50 %, et qui crée de la souffrance animale. Ca désespère nos agriculteurs, nos industriels parce qu'ils se retrouvent confrontés en plus à une concurrence déloyale car il arrive bien souvent que ces importations ne respectent pas les normes que nous nous sommes choisies comme un choix de société. D'abord, avant de parler d'énergie... Il n'y a pas un thème. Avant de parler d'énergie, un élément fondamental, il y a le modèle économique à remettre en cause. Il y a évidemment des choix énergétiques dont on a déjà un peu parlé tout à l'heure.",2022-04-20T20:23:26.414971Z, M.Le Pen
171," Le parallélisme des questions. Quels sont les 2 engagements que vous vous engagez à tenir si vous êtes réélu pour lutter contre le réchauffement climatique, E.Macron?",2022-04-20T20:26:34.519056Z, L.Salamé
172," Ce qui est intéressant, à vous écouter, c'est l'incohérence de notre conversation. Quand vous parlez de remettre en cause le modèle de libre-échange de nos importations... Nos importations qui nous posent le plus de problèmes, et en termes de déficit commercial et en termes de bilan carbone, c'est notre dépendance aux hydrocarbures. Vous avez proposé la plus grosse subvention aux hydrocarbures possible parce que vous baissez la TVA sur ces derniers. Je dis juste que votre programme n'a ni queue ni tête. Vous proposez une baisse pérenne sur les hydrocarbures, les énergies fossiles très polluantes. Je considère qu'on est sur une controverse claire. Il est très transparent. Vous êtes climatosceptique. C'est net. J'ai un bilan et je veux aller plus vite. On a doublé le rythme de réduction de gaz à effet de serre durant ce quinquennat et lancé une politique pour la biodiversité. Je veux aller 2 fois plus vite dans le quinquennat qui vient. Je mets un Premier ministre en charge de cette politique, en charge de décliner une planification énergétique d'une part et une planification territoriale d'autre part. Pour la production des énergies mais aussi pour la transition. Ensuite, la 2e grande mesure, c'est de continuer à accompagner et des modes de vie. La rénovation thermique des bâtiments pour la sobriété, 700 000 logements par an. On en a fait 650 000 en 2021. Formidable source d'économie d'énergie. C'est un levier aussi de création d'emplois pour nos artisans. 2e chose, c'est aider nos compatriotes à aller vers des véhicules hybrides ou électriques produits en France. de batteries électriques dans la région des Hauts-de-France.",2022-04-20T20:26:52.186970Z, E.Macron
173," M.Le Pen, vous voulez répondre à ce que vient de dire E.Macron?",2022-04-20T20:29:14.086554Z, L.Salamé
174," Oui. Je ne suis absolument pas climatosceptique. En aucun cas. Mais vous, vous êtes un peu climato-hypocrite. C'est peut-être pour ça que les gens ne croient pas à votre volonté de régler tous ces problèmes. Je vais vous dire pourquoi. Ils ont raison. Vous êtes le pire de l'écologie punitive. Vous avez accompagné des choses qui sont d'une grande violence pour les classes moyennes, les classes modestes. Toutes les décisions qui ont été prises, qui consistent à expliquer aux gens qu'ils sont coupables parce qu'ils ne s'achètent pas une voiture électrique, même s'ils n'ont pas les moyens de le faire parce que le reste à charge est très important... Toutes les mesures que vous voulez prendre en disant qu'ils n'auront plus le droit de réparer leur chaudière à fioul, plus le droit de la changer alors qu'ils n'ont plus les moyens, même avec l'aide de l'Etat, de faire autrement... Les zones à faibles émissions, l'interdiction qui va être faite aux gens qui ont des voitures anciennes de pouvoir aller dans les grandes villes, y compris s'il y a un hôpital dans cette grande ville... Ils ne pourront plus s'y rendre. Cette écologie punitive est inutile. Elle crée des souffrances. Elle aggrave des situations de fragilité, d'ores et déjà. Ca tombe toujours sur les mêmes, sur ceux qui n'ont pas les moyens. Ceux qui ont les moyens n'ont pas ce genre de problèmes. Je suis profondément en désaccord avec cela. Oui à la transition, bien sûr. Il faut une transition, mais dans le temps, beaucoup moins rapide que ce qu'on impose aux Français, pour leur permettre de pouvoir y faire face. C'est une évidence. La 2e chose, c'est vos changements de pied, quand même. Sur l'énergie, un élément structurant de l'avenir d'un pays, notamment l'indépendance et le choix d'une énergie décarbonée, le nucléaire, vous avez complètement changé d'avis. Vous avez démarré votre mandat en fermant Fessenheim. Il n'y avait aucune justification de sécurité. Toutes les structures disaient qu'en termes de sûreté et de sécurité, il n'y avait aucune difficulté. Vous avez fermé Fessenheim. Vous avez envisagé de fermer 14 réacteurs nucléaires. ""Je me suis trompé."" Vous vous étiez aussi trompé quand vous étiez aux côtés de F.Hollande. On a perdu 10 ans à déstabiliser une filière nucléaire qui avait besoin d'être renforcée, d'être soutenue, qui avait besoin de visibilité dans l'avenir pour pouvoir faire de cet outil décarboné, qui nous permet d'être indépendants, à nouveau un socle pour notre mix énergétique. C'est regrettable. Vous avez fait le choix de l'éolienne, du solaire. L'éolien, c'est le pire. C'est une absurdité écologique, une absurdité économique, une gêne fondamentale pour la biodiversité, un choix qui fait baisser le prix des biens immobiliers qui sont à proximité... En plus, ça fonctionne quand il y a du vent. C'est donc alternatif. Quand elles ne fonctionnent pas, il faut des centrales à charbon pour compenser. Vous n'aviez pas de vision dans ce domaine. Vous avez mis la France en grande difficulté.",2022-04-20T20:29:17.616921Z, M.Le Pen
175," Sur ce thème de l'énergie, vous avez 3 minutes d'avance. A la fin des fins, vous êtes d'accord sur la politique concernant l'énergie nucléaire. Cependant, il y a une grande différence concernant les éoliennes. M.Le Pen veut les démanteler. Vous, vous êtes en faveur des éoliennes, surtout les éoliennes en mer.",2022-04-20T20:32:46.736201Z, G.Bouleau
176," Oui. D'abord, pas un mot sur l'écologie dans vos 22 mesures pour la France...",2022-04-20T20:33:07.937069Z, E.Macron
177, Il y a un livret.,2022-04-20T20:33:25.164820Z, M.Le Pen
178," Il est assez édifiant. Je vais y revenir. Il dit clairement ce que j'évoquais à l'instant. Quand j'ai été ministre de l'Economie, je ne peux pas vous laisser dire ce que vous avez dit, je me suis occupé de la restructuration du secteur nucléaire, qui était en train de s'effondrer. Je pense à tous les ouvriers de ce secteur, aux savoir-faire. EDF a fait un travail formidable. Je pense aussi à la restructuration que l'on a réussi à faire à ce moment-là. Pour Fessenheim, j'assume totalement. Il n'y avait plus un investissement depuis 2012. C'était la plus vieille en service. J'ai décidé des investissements de grand carénage depuis le début de mon quinquennat. J'assume d'avoir fermé nos centrales thermiques. Nous en avions. Il fallait avoir le courage de l'expliquer aux gens. D'est en ouest, de Saint-Avold au Havre, nous l'avons fait. Nous avons fait cette transition pour moins émettre. Pendant ces 5 ans, j'ai eu une vraie stratégie, une vraie volonté. En 2018, j'ai reposé le sujet de la baisse du nucléaire qui avait été votée en 2015. J'ai demandé à RTE et à l'Agence internationale de l'énergie de faire une analyse. J'ai suivi cette analyse. Ils disent que votre programme est intenable. Je vous renvoie à ce rapport d'experts. Ca correspond à ce que tous les experts indépendants, y compris ceux du Giec, nous disent. Aucune stratégie de sortie des énergies fossiles ne passe par le tout-nucléaire. Ce n'est pas possible. Vous ne pouvez pas remplacer le renouvelable actuel que vous voulez démonter par du nucléaire. Le nucléaire que l'on décide aujourd'hui entrera en service en 2035. On ne peut donc pas remplacer l'un par l'autre. Pardon pour la référence aux auteurs... Il faut faire du ""en même temps"". C'est la conclusion de ce rapport. A la lumière de ce rapport, j'ai pris la décision de faire une nouvelle tranche d'EPR, mais aussi des investissements dans le renouvelable. J'ai divisé par 2 le rythme concernant l'éolien terrestre. Je veux développer le solaire, le petit solaire, parce que c'est demandé dans nos ruralités. Nos agriculteurs veulent porter des projets d'agrivoltaisme. On veut aussi faire de l'éolien en mer. Ca crée de l'emploi. Vous proposez de stopper l'éolien, mais aussi de démonter les éoliennes qui existent. Ca coûtera un argent fou. L'argent du contribuable pourrait être mieux utilisé. Dans toutes ces filières, nous créerons de l'emploi en France. Quand on fait de l'éolien en mer, on crée de l'emploi. J'étais dans une usine du Havre la semaine dernière. Nous produisons les pales, l'ensemble des infrastructures pour les éoliennes en mer. Il faut concerter, avec les pêcheurs, l'ensemble des usages. C'est ce qu'on fait. Il faut pouvoir développer nos projets. Le seul moyen de répondre au défi climatique, c'est de faire de l'énergie renouvelable et du nucléaire. Il faut faire les 2. Il ne faut pas refaire les erreurs du passé. Il faut développer des filières industrielles dans notre pays, comme j'ai commencé à le faire durant ces 5 années, de la batterie électrique aux éoliennes.",2022-04-20T20:33:26.278193Z, E.Macron
179, On ne vous mettra pas d'accord sur cette question. Je vous laisse répondre. Vous avez un peu de retard. Rapidement...,2022-04-20T20:37:11.936076Z, L.Salamé
180, Quand j'entends parler de concertation avec les pêcheurs... Tous les pêcheurs sont vent debout.,2022-04-20T20:37:19.939914Z, M.Le Pen
181, Je fais les concertations moi-même.,2022-04-20T20:37:25.727397Z, E.Macron
182," Je crois que vous voulez mettre des éoliennes sur toutes les côtes, sauf en face du Touquet.",2022-04-20T20:37:28.096613Z, M.Le Pen
183, Madame Le Pen...,2022-04-20T20:37:33.327279Z, E.Macron
184, Il ne faudrait pas pousser.,2022-04-20T20:37:35.052104Z, M.Le Pen
185, Madame Le Pen...,2022-04-20T20:37:37.214303Z, E.Macron
186," C'est la réalité. Tous les projets ont été actés, sauf celui en face du Touquet.",2022-04-20T20:37:38.589599Z, M.Le Pen
187, Aucun projet n'a été acté. La planification n'a pas commencé.,2022-04-20T20:37:46.829501Z, E.Macron
188, 50 sont déjà en voie de... Le démantèlement des éoliennes est cautionné au moment de leur installation...,2022-04-20T20:37:51.002222Z, M.Le Pen
189, C'est du complotisme. Vous dites n'importe quoi.,2022-04-20T20:38:02.143062Z, E.Macron
190," Pendant mon mandat, j'ai toujours dit que j'allais engager le chantier du démantèlement. 2000 vont arriver en bout de course. En bout de course, ce n'est pas l'Etat qui paye le démantèlement.",2022-04-20T20:38:05.830078Z, M.Le Pen
191, Vous n'allez pas démanteler?,2022-04-20T20:38:18.080605Z, E.Macron
192," C'est l'exploitant qui fait le démantèlement. C'est cautionné auprès de la Caisse des dépôts. Ce que je vais démanteler, en revanche, ce sont les projets qui représentent des troubles du voisinage. De plus en plus de tribunaux constatent des troubles du voisinage. On fera aussi des référendums. On demandera leur avis aux gens. Je sais que vous n'aimez pas ça...",2022-04-20T20:38:20.042779Z, M.Le Pen
193," Des référendums locaux sur ce sujet, très bonne idée...",2022-04-20T20:38:49.426387Z, E.Macron
194," On va engager ce chantier. Encore une fois, ça coûte très cher. C'est intermittent. On s'appuie sur du gaz et du charbon. Ce n'est pas la bonne solution. Nous avons l'hydroélectricité sur laquelle nous pouvons nous appuyer dans notre mix énergétique.",2022-04-20T20:38:50.292074Z, M.Le Pen
195, On ne peut pas en faire beaucoup plus.,2022-04-20T20:39:13.494918Z, E.Macron
196, Il y a aussi l'hydrogène vert.,2022-04-20T20:39:13.931352Z, M.Le Pen
197," On fait comment, de l'hydrogène vert?",2022-04-20T20:39:17.418283Z, E.Macron
198, Avec du nucléaire.,2022-04-20T20:39:21.429603Z, M.Le Pen
199," Vous allez supprimer des capacités de renouvelable... La France s'est battue. On le fait avec du nucléaire à venir? Notre nucléaire n'est pas fait pour faire de l'hydrogène. Il est fait pour nous chauffer. Avec votre stratégie, vous ne pourrez pas faire d'hydrogène...",2022-04-20T20:39:23.814324Z, E.Macron
200, J'ai un plan pour développer le nucléaire.,2022-04-20T20:39:42.738410Z, M.Le Pen
201, Vous n'arriverez pas à ouvrir des centrales avant 2035. Il y a le temps industriel. Ne vous en déplaise!,2022-04-20T20:39:45.472363Z, E.Macron
202, Je ne suis pas comme vous. Je ne ferme pas Fessenheim...,2022-04-20T20:39:53.432440Z, M.Le Pen
203, C'est vrai que vous n'êtes pas comme moi. Merci de le rappeler.,2022-04-20T20:39:56.271028Z, E.Macron
204," Ca risque de poser des problèmes de production... J'engagerai le chantier en attendant que Flamanville soit mis en service. A ce moment-là, on démarrera ce chantier de démantèlement, ce qu'attendent les Français.",2022-04-20T20:40:01.428147Z, M.Le Pen
205, L'hydrogène n'est pas une source d'énergie.,2022-04-20T20:40:17.446319Z, E.Macron
206, J'ai bien compris. Je parlais du mix énergétique.,2022-04-20T20:40:18.330062Z, M.Le Pen
207," Pour faire de l'hydrogène, vert ou peu polluant, selon les terminologies... Il faut soit du nucléaire, soit du renouvelable. Si vous stoppez le renouvelable, on va produire moins d'électricité. De fait... Alors même qu'on a des besoins aujourd'hui, vous n'expliquez pas comment on va faire face pour que l'on se passe des hydrocarbures, pour diminuer notre dépendance aux hydrocarbures russes...",2022-04-20T20:40:25.194647Z, E.Macron
208," Je le ferai de manière progressive, en fonction de nos capacités.",2022-04-20T20:40:53.970084Z, M.Le Pen
209," Votre nouveau nucléaire ne commencera pas avant 2035. J'ai décidé des tranches à Belfort. Elles ouvriront en 2035, aux dires d'EDF. Je ne suis pas le technicien.",2022-04-20T20:40:58.293314Z, E.Macron
210, Un petit point chronomètre...,2022-04-20T20:41:13.287132Z, L.Salamé
211, Votre stratégie... Ca ne boucle pas.,2022-04-20T20:41:14.807250Z, E.Macron
212, Je vous assure que si. Elle est appuyée sur une vision.,2022-04-20T20:41:21.326710Z, M.Le Pen
213, Ce n'est pas une vision.,2022-04-20T20:41:24.130836Z, E.Macron
214, Regardez les chronomètres.,2022-04-20T20:41:29.346143Z, L.Salamé
215," Vous êtes à parfaite égalité, à quelques secondes près.",2022-04-20T20:41:32.192447Z, G.Bouleau
216," On va avancer. Il y a beaucoup de sujets à traiter. On va notamment parler de la sécurité, de la façon de gouverner dans notre pays, comment vous voulez changer les choses. Il y a un sujet sur lequel nous sommes en retard, les nouvelles technologies et notamment l'économie numérique. Amazon, Apple et Google sont américains. TikTok est chinois. Comment faire pour avoir, demain, un Google français, un S.Jobs français?",2022-04-20T20:41:37.377351Z, L.Salamé
217," Déjà, autant l'UE se mêle d'absolument tout et n'importe quoi, y compris de ce qui ne la regarde pas, en imposant des directives contraires à nos intérêts vitaux, contraires à notre sécurité, à nos intérêts économiques... Autant là, le Google européen, ça fait des années qu'il aurait dû être lancé. une réflexion sur comment mettre en place des moyens de conserver les données sur le territoire européen, comment arriver à créer... Je sais que ce n'est pas donné, parce qu'ils ont pris beaucoup d'avance sur nous. C'est d'ailleurs dommage. Grâce à nos ingénieurs, nous étions très en avance dans ce domaine.",2022-04-20T20:42:11.146420Z, M.Le Pen
218, Vos propositions?,2022-04-20T20:42:54.595012Z, L.Salamé
219," Il faut créer, au niveau européen, de la même manière que l'on a créé une politique spatiale... On a fait Airbus et Ariane. Il faudrait faire un Google européen, pour que l'on mette en place les moyens de préserver nos données. La tentative n'a pas été couronnée de succès.",2022-04-20T20:42:58.283295Z, M.Le Pen
220, Pourquoi sont-ils américains ou chinois? Pourquoi S.Jobs était-il américain et pas français?,2022-04-20T20:43:33.301843Z, G.Bouleau
221," D'abord, je veux défendre nos entrepreneurs français. Notre pays est celui qui produit le plus de start-up en Europe. Les start-up sont en croissance. Quand j'ai été élu, il y avait 2 licornes. Maintenant, elles sont près de 25. Elles vont continuer à croître. D'ailleurs, elles nous apportent des services comme BlaBlaCar ou Doctolib. On peut être fiers. Doctolib a aidé, y compris en Allemagne, On a de vrais champions. La France n'est pas l'Europe. Les Etats-Unis, c'est un marché de près de 400 millions En Chine, c'est 1 milliard. La France est un marché de 65 millions d'habitants. Si on veut faire des champions, il faut que le marché domestique soit le marché de l'UE. Il faut donc un vrai marché unique du numérique. Il faut enlever les barrières. Qui n'aime pas l'Europe ne peut pas développer des champions du numérique. C'est clair. Ce n'est pas l'Europe qui décide de le faire. Google n'a pas été créé par un gouvernement. Ca a été créé par des entrepreneurs. Ils ont parfois eu des programmes pour les aider. Il faut surtout qu'il y ait un marché qui fonctionne, pour avancer. Deuxièmement, il faut protéger nos citoyens. L'Europe a créé les 1ers standards. Pour nos données individuelles, le RGPD, le Règlement général pour la protection des données, ça a été mis en place par l'Europe. L'Europe doit aller plus loin. C'est ce qui doit nous permettre d'avoir le nuage dans lequel on pourra stocker les données, même quand ce sont des acteurs américains, pour mieux les contrôler. Je crois à cette possibilité de bâtir une Europe 2030 de l'innovation, de la transformation par le numérique. On ne va pas décréter ces champions. Il faut bien les former. Voilà pourquoi il faut en France une politique de formation d'excellence académique, d'investissement dans la recherche, comme on a commencé à le faire. Il faut ensuite qu'en Europe, on développe cela, avec des grands programmes de recherche européens, avec un marché européen, permettant d'avoir la même rapidité, la même force que les grands marchés américain et chinois. Après, il faut pouvoir réguler les compétiteurs. Il faut aussi une politique européenne qui se bat contre la concurrence déloyale. C'est là que l'Europe nous est utile. Quand Google vient nous attaquer sur les marchés, il y a l'Europe. Quand les grands groupes ne payent pas leurs impôts chez nous, qu'est-ce qui peut nous permettre d'y répondre? L'Europe. C'est le combat de la France. Elle le mène depuis 4 ans. Nous avons d'abord eu un blocage européen. On a fini par convaincre les Américains, sous la présidence française. On va mettre cet impôt minimal de 15 % pour tous les groupes qui font des profits chez nous.",2022-04-20T20:43:38.731103Z, E.Macron
222, Vous avez 30 secondes pour répondre.,2022-04-20T20:46:25.645235Z, L.Salamé
223," Quand vous dites ""l'Europe, l'Europe, l'Europe"", je pense au général de Gaulle.",2022-04-20T20:46:34.945881Z, M.Le Pen
224, Vous ne devriez pas parler du général de Gaulle.,2022-04-20T20:46:41.435498Z, E.Macron
225, L'Union européenne n'était pas à l'origine d'Ariane et d'Airbus.,2022-04-20T20:46:42.352915Z, M.Le Pen
226," Vous avez raison. C'était l'amitié franco-allemande qui était à l'origine d'Airbus. Vous avez dit vouloir vous en séparer, la semaine dernière. C'est une amitié franco-allemande, Airbus.",2022-04-20T20:46:46.530010Z, E.Macron
227, Laissez-la parler.,2022-04-20T20:46:57.432579Z, L.Salamé
228," Ce n'est pas facile. Il se trouve que sur ce sujet, bien entendu, l'Europe est l'espace qui se justifie, mais en l'espèce, ce n'est pas l'UE. Vous faites toujours la confusion entre l'UE et l'Europe. Je n'ai aucun problème avec l'Europe. J'adore ce continent. Aucun souci. L'UE est une structure politique.",2022-04-20T20:46:58.507742Z, M.Le Pen
229, Que nous avons créée.,2022-04-20T20:47:24.146020Z, E.Macron
230," On parlait d'innovations, d'entreprises. On peut aussi parler des autres.",2022-04-20T20:47:26.944008Z, M.Le Pen
231," C'était la question. J'ai répondu à la question qui était posée, comme vous.",2022-04-20T20:47:31.346200Z, E.Macron
232," Aujourd'hui, le problème de notre économie, me semble-t-il, qui est aussi le problème du financement de nos retraites, c'est le problème de l'absence de hausses de productivité. Pourquoi? On est dans une économie qui est en train de s'ubériser. On crée des emplois, mais des emplois à très bas coûts, très précaires. Ce sont des emplois de gens qui vont sur leur mobylette avec beaucoup de courage pour porter des repas. C'est ça, les emplois qu'on crée aujourd'hui. C'est une erreur fondamentale. Avec des emplois comme ça, on ne crée pas de richesse. On ne peut rien financer, d'ailleurs. Ni notre système de protection sociale, ni les développements nécessaires. Il faut faire un effort considérable C'est sur l'industrie qu'il y a un effort à faire. L'effort, je le crois, n'a pas été fait.",2022-04-20T20:47:37.884466Z, M.Le Pen
233, M.Le Pen...,2022-04-20T20:48:41.449095Z, G.Bouleau
234," J'essaie de me mettre à la place des gens. On parle du Google européen. Il y a des gens qui nous regardent et qui sont toujours dans un espace où ils n'ont pas la fibre, où ils n'ont pas de couverture numérique. Ca devrait être la première des priorités. Nous aurons besoin de cette couverture numérique parfaite sur notre territoire. Si on veut faire de la télémédecine, de la téléconsultation, on ne pourra jamais le faire si on est encore dans des espaces où la couverture numérique est pour le moins défaillante.",2022-04-20T20:48:42.513807Z, M.Le Pen
235," Vous parliez des inventions... Un instant. Vous parliez des inventions du jour, de l'économie et de la productivité. Je voudrais qu'on parle de l'intelligence de demain, de nos enfants, de la formation, de l'éducation, de la jeunesse. Tous les classements internationaux montrent encore et encore que le niveau de connaissance des élèves français baisse. Un seul exemple: le classement Pisa. Il montre que le classement de nos élèves français en mathématiques a baissé. Ils étaient 12es il y a 20 ans. Ils sont 26es aujourd'hui. E.Macron, si vous êtes réélu président de la République, comment feriez-vous pour stopper ce décrochage?",2022-04-20T20:49:18.868165Z, G.Bouleau
236," C'est dommage qu'on n'ait pas pu poursuivre sur notre agriculture, qui est un secteur essentiel.",2022-04-20T20:50:02.143821Z, E.Macron
237, Ce sont les contraintes de ce débat.,2022-04-20T20:50:09.461730Z, G.Bouleau
238," Sous ce quinquennat, on a réindustrialisé pour la 1re fois depuis 15 ans. On a ouvert plus d'usines qu'on en a fermé, madame Le Pen. C'est aussi le fruit des réformes que j'ai conduites et auxquelles vous vous êtes opposée.",2022-04-20T20:50:09.903386Z, E.Macron
